企业代号,企业名称,CORAL平均违约风险,预测不确定性,修正违约风险,预测信誉评级,是否放贷,贷款额度_万元,贷款年利率,客户流失率,预期损失_万元,预期净收益_万元
E303,***图书发行有限公司,0.48730804266944966,0.11626416567658433,0.5105608758047665,C,是,10,0.15,0.895164738662031,0.3211486970636103,-0.24418297932255933
E210,***建筑工程有限公司,0.4881133547502744,0.12777849450739037,0.5136690536517525,C,是,10,0.15,0.895164738662031,0.3231037768848523,-0.24662682909911182
E421,***保温材料有限公司,0.4690110843172356,0.22646247651516813,0.5143035796202692,C,是,10,0.15,0.895164738662031,0.3235029010592633,-0.24712573431712556
E332,***商贸有限公司,0.4901980203801656,0.12356618644827562,0.5149112576698207,C,是,10,0.15,0.895164738662031,0.3238851375820679,-0.24760352997063123
E374,***建材经营部,0.46545460822171164,0.2571535561056669,0.516885319442845,C,是,10,0.15,0.895164738662031,0.3251268452733016,-0.24915566458467342
E378,***商贸有限公司,0.4889839569893681,0.15838352915323742,0.5206606628200156,C,是,10,0.15,0.895164738662031,0.32750157993081913,-0.2521240829065703
E254,***设备安装工程有限公司,0.49733979973600484,0.11741801597876855,0.5208234029317586,C,是,10,0.15,0.895164738662031,0.3276039453436876,-0.25225203967265586
E295,***电器设备制造有限公司,0.5010525348780737,0.11160415431137997,0.5233733657403496,C,是,10,0.15,0.895164738662031,0.32920790144833206,-0.25425698480346154
E251,***医疗器械有限责任公司,0.49354664165238915,0.15731247773176585,0.5250091371987423,C,是,10,0.15,0.895164738662031,0.3302368206183108,-0.25554313376593485
E300,***建设工程有限公司,0.49343764172218585,0.1739242841543066,0.5282224985530471,C,是,10,0.15,0.895164738662031,0.3322580620824221,-0.258069685596074
E420,***康药房,0.5013889148953269,0.16612959103203673,0.5346148331017342,C,是,10,0.15,0.895164738662031,0.33627891446025004,-0.263095751068359
E367,***电子商务有限公司,0.4977699099174506,0.18994778671674464,0.5357594672607996,C,是,10,0.15,0.895164738662031,0.336998902587462,-0.26399573622737393
E274,***建筑劳务有限公司,0.5009399882740522,0.1810437468342792,0.537148737640908,C,是,10,0.15,0.895164738662031,0.33787276972766855,-0.26508807015263214
E354,***广告有限公司,0.5132204795288497,0.13293494334564315,0.5398074681979784,C,是,10,0.15,0.895164738662031,0.3395451420043349,-0.26717853549846504
E284,***成焊科技有限公司,0.5146025358672239,0.12612354996237546,0.539827245859699,C,是,10,0.15,0.895164738662031,0.3395575823823457,-0.2671940859709785
E309,个体经营E309 ,0.5192962194534546,0.10967211017293071,0.5412306414880408,C,是,10,0.15,0.895164738662031,0.3404403344670924,-0.26829752607691193
E319,个体经营E319 ,0.5230975425918968,0.11904324220467506,0.5469061910328318,C,是,10,0.15,0.895164738662031,0.3440103207856809,-0.2727600089751475
E315,***轮胎有限公司,0.5252411104838072,0.11107601061622005,0.5474563126070512,C,是,10,0.15,0.895164738662031,0.34435635361968653,-0.2731925500176546
E334,***机械科技有限公司,0.5248976214403877,0.15807122908589258,0.5565118672575662,C,是,10,0.15,0.895164738662031,0.3500524022497686,-0.2803126108052571
E241,个体经营E241 ,0.5348746480773245,0.11868201171007914,0.5586110504193403,C,是,10,0.15,0.895164738662031,0.3513728127419337,-0.2819631239204636
E268,***建筑劳务有限公司,0.543883832950626,0.09407777126022676,0.5626993872026714,C,是,10,0.15,0.895164738662031,0.3539444238726426,-0.28517763783384964
E422,***童装店,0.523967553207572,0.19925179041911267,0.5638179112913946,C,是,10,0.15,0.895164738662031,0.3546479884635672,-0.2860570935725054
E262,个体经营E262 ,0.5480910884379959,0.08252919949333527,0.564596928336663,C,是,10,0.15,0.895164738662031,0.3551379991967319,-0.2866696069889613
E387,***农副产品经营部,0.5160176696564267,0.2492847637409737,0.5658746224046214,C,是,10,0.15,0.895164738662031,0.35594168354587824,-0.2876742124253942
E297,***建筑机械租赁有限公司,0.5297075643022641,0.19105661727353979,0.5679188877569721,C,是,10,0.15,0.895164738662031,0.3572275501006253,-0.289281545618828
E416,***科技有限公司,0.5255717035780286,0.2440135674264052,0.5743744170633097,C,是,10,0.15,0.895164738662031,0.3612881527120542,-0.29435729888311424
E381,***通信网络工程有限公司,0.5463310113770302,0.14061011179813157,0.5744530337366566,C,是,10,0.15,0.895164738662031,0.36133760350902927,-0.29441911237933305
E351,***文化传播有限公司,0.5389900218674811,0.19090050295918198,0.5771701224593175,C,是,10,0.15,0.895164738662031,0.36304668374694093,-0.29655546267672256
E391,***五金店,0.5510156205784298,0.15169370371535193,0.5813543613215002,C,是,10,0.15,0.895164738662031,0.3656786183946454,-0.2998453809863531
E240,个体经营E240 ,0.5302913778298963,0.27383390956481857,0.58505815974286,C,是,10,0.15,0.895164738662031,0.36800835044732383,-0.3027575460522013
E263,***通信工程有限公司,0.5692934789436717,0.07938289595672426,0.5851700581350165,C,是,10,0.15,0.895164738662031,0.368078735830434,-0.302845527781089
E411,***机电设备有限公司,0.5638562472420346,0.16272547354156133,0.5964013419503469,C,是,10,0.15,0.895164738662031,0.37514334327408033,-0.3116762870856469
E423,***通风设备有限公司,0.5725352979951761,0.153417420616022,0.6032187821183805,C,是,10,0.15,0.895164738662031,0.37943159200411103,-0.3170365979981852
E244,个体经营E244 ,0.5852181795089774,0.09338639602292881,0.6038954587135631,C,是,10,0.15,0.895164738662031,0.37985722941029454,-0.31756864475591456
E290,***机电有限公司,0.5874882692245778,0.10564168805577268,0.6086166068357323,C,是,10,0.15,0.895164738662031,0.38282688619351174,-0.3212807157349361
E317,***科技有限公司,0.5819910831209348,0.13850008463185182,0.6096911000473052,C,是,10,0.15,0.895164738662031,0.3835027548533585,-0.3221255515597444
E337,个体经营E337 ,0.5887020500482947,0.11168330435249493,0.6110387109187937,C,是,10,0.15,0.895164738662031,0.38435041768072475,-0.32318513009395244
E364,***电子有限公司,0.5909612083850468,0.10846129798292241,0.6126534679816313,C,是,10,0.15,0.895164738662031,0.3853661185528043,-0.32445475618405173
E257,***门窗安装有限公司,0.5924802687146288,0.108226445413525,0.6141255577973338,C,是,10,0.15,0.895164738662031,0.38629208007605703,-0.32561220808811775
E392,***科技有限公司,0.5942748870646056,0.11745133582698775,0.6177651542300032,C,是,10,0.15,0.895164738662031,0.38858142833515885,-0.32847389341199507
E333,***房地产营销策划有限公司,0.5932231886212062,0.1278849721115754,0.6188001830435212,C,是,10,0.15,0.895164738662031,0.3892324734321038,-0.32928769978317624
E285,个体经营E285 ,0.6005985185574841,0.10580585664868791,0.6217596898872217,C,是,10,0.15,0.895164738662031,0.3910940374724489,-0.33161465483360764
E279,***环保包装有限公司,0.587806468956793,0.17000049571841458,0.621806568100476,C,是,10,0.15,0.895164738662031,0.3911235244108743,-0.33165151350663935
E247,***石化有限公司,0.5983505511450511,0.12375072244002772,0.6231006956330566,C,是,10,0.15,0.895164738662031,0.3919375455993708,-0.33266903999225994
E339,***居益卫浴家俬厂,0.5987545342503531,0.13431068077211233,0.6256166704047755,C,是,10,0.15,0.895164738662031,0.39352012283564813,-0.33464726153760666
E335,***挖掘机租赁经营部,0.5945223774129571,0.18094269464240567,0.6307109163414383,C,是,10,0.15,0.895164738662031,0.3967244624601877,-0.33865268606828103
E409,***塑胶有限公司,0.5994427761773733,0.16449134469243984,0.6323410451158613,C,是,10,0.15,0.895164738662031,0.39774983231667477,-0.33993439838888995
E287,***鞋材有限公司,0.6069559080573022,0.1273241680501437,0.6324207416673309,C,是,10,0.15,0.895164738662031,0.39779996236948106,-0.33999706095489773
E316,个体经营E316 ,0.6142329369726004,0.1104039981936547,0.6363137366113314,C,是,10,0.15,0.895164738662031,0.4002487012235312,-0.3430579845224604
E275,***网络工程有限公司,0.6116872383185057,0.16624918361022392,0.6449370750405504,C,是,10,0.15,0.895164738662031,0.4056728808505287,-0.3498382090562074
E350,***演艺设备有限公司,0.618852084678367,0.13393688492377534,0.6456394616631221,C,是,10,0.15,0.895164738662031,0.4061146901613544,-0.3503904706947394
E356,***建材装饰部,0.5952033583447233,0.2526067457469414,0.6457247074941116,C,是,10,0.15,0.895164738662031,0.40616831077517285,-0.35045749646201246
E278,***贸易有限公司,0.6313581537035378,0.09953155933727456,0.6512644655709927,C,是,10,0.15,0.895164738662031,0.4096528826896066,-0.3548132113550546
E296,***装饰设计工程有限公司,0.6231091528137291,0.1510957208790093,0.653328296989531,C,是,10,0.15,0.895164738662031,0.41095105652632646,-0.35643592865095447
E277,***消防设备制造有限公司,0.6269827780339333,0.15631991057012012,0.6582467601479574,C,是,10,0.15,0.895164738662031,0.41404482674989523,-0.36030314143041553
E264,个体经营E264 ,0.5950672488601864,0.33283289257765086,0.6616338273757165,C,是,10,0.15,0.895164738662031,0.4161753312178436,-0.36296627201535103
E307,***通信工程有限公司,0.6215679178699463,0.20122754262477588,0.6618134263949014,C,是,10,0.15,0.895164738662031,0.4162883010785174,-0.3631074843411931
E267,***林园艺场,0.6399819934421311,0.12284601393397868,0.6645511962289269,C,是,10,0.15,0.895164738662031,0.418010389974717,-0.3652600954614427
E320,***建筑设计有限公司,0.6298493670168648,0.18101322956028446,0.6660520129289217,C,是,10,0.15,0.895164738662031,0.4189544210405031,-0.3664401342936753
E329,***园艺有限责任公司,0.6454895257470451,0.12222414559264634,0.6699343548655744,D,否,0,0.15,0.895164738662031,0.0,-0.0
E327,个体经营E327 ,0.6396545356302235,0.15444172592596564,0.6705428808154166,D,否,0,0.15,0.895164738662031,0.0,-0.0
E338,***商贸有限公司,0.653702086018658,0.09607734900145329,0.6729175558189486,D,否,0,0.15,0.895164738662031,0.0,-0.0
E400,***办公用品经营部,0.6396439593893427,0.16684156861462351,0.6730122731122674,D,否,0,0.15,0.895164738662031,0.0,-0.0
E218,***建设工程有限公司,0.6435633523922533,0.15353512220151277,0.6742703768325559,D,否,0,0.15,0.895164738662031,0.0,-0.0
E372,***汽车维修有限责任公司,0.6569595526009977,0.11164794901366713,0.6792891424037312,D,否,0,0.15,0.895164738662031,0.0,-0.0
E345,***科技有限公司,0.6594704319458321,0.10482729295353684,0.6804358905365395,D,否,0,0.15,0.895164738662031,0.0,-0.0
E326,***包装材料有限公司,0.660978876136106,0.11642124099337105,0.6842631243347802,D,否,0,0.15,0.895164738662031,0.0,-0.0
E373,个体经营E373 ,0.6553215725193053,0.16029745807728918,0.6873810641347632,D,否,0,0.15,0.895164738662031,0.0,-0.0
E353,***税务师事务所有限公司,0.6660907242721037,0.11427969508792732,0.6889466632896891,D,否,0,0.15,0.895164738662031,0.0,-0.0
E412,***汽车贸易有限公司,0.6712714442446484,0.11710055530489617,0.6946915553056275,D,否,0,0.15,0.895164738662031,0.0,-0.0
E336,***猕猴桃专业合作社,0.6584392556403469,0.19509410546198058,0.697458076732743,D,否,0,0.15,0.895164738662031,0.0,-0.0
E298,***电器维护服务有限公司,0.6762502231033226,0.10678019430611455,0.6976062619645456,D,否,0,0.15,0.895164738662031,0.0,-0.0
E365,***信息技术有限公司,0.6601517359269578,0.19726145094763806,0.6996040261164853,D,否,0,0.15,0.895164738662031,0.0,-0.0
E407,***装饰工程有限公司,0.671643506035012,0.1499625303991869,0.7016360121148494,D,否,0,0.15,0.895164738662031,0.0,-0.0
E383,***通讯器材经营部,0.6895246747764749,0.1896348800832206,0.727451650793119,D,否,0,0.15,0.895164738662031,0.0,-0.0
E233,***劳务有限公司,0.7040909336918776,0.16286125719593955,0.7366631851310655,D,否,0,0.15,0.895164738662031,0.0,-0.0
E286,***印务有限公司,0.7229563956885224,0.11058371489065108,0.7450731386666527,D,否,0,0.15,0.895164738662031,0.0,-0.0
E398,***医疗管理咨询有限公司,0.729073759401192,0.1289581342954295,0.7548653862602779,D,否,0,0.15,0.895164738662031,0.0,-0.0
E192,***建设工程有限公司,0.7310326658931177,0.14038400430393824,0.7591094667539053,D,否,0,0.15,0.895164738662031,0.0,-0.0
E399,***装饰工程有限公司,0.7419201191955473,0.10220350257409935,0.7623608197103672,D,否,0,0.15,0.895164738662031,0.0,-0.0
E349,***营销策划广告有限公司,0.7508346311435142,0.11601491198158821,0.7740376135398319,D,否,0,0.15,0.895164738662031,0.0,-0.0
E236,个体经营E236 ,0.755219769681504,0.1132930544362484,0.7778783805687536,D,否,0,0.15,0.895164738662031,0.0,-0.0
E323,***建筑装饰工程有限公司,0.7584857647371205,0.13334521269972666,0.7851548072770658,D,否,0,0.15,0.895164738662031,0.0,-0.0
E331,***广告有限公司,0.7820286164325317,0.07313294127059887,0.7966552046866515,D,否,0,0.15,0.895164738662031,0.0,-0.0
E361,***勘察设计工程有限公司,0.7808199731419742,0.083501601656776,0.7975202934733293,D,否,0,0.15,0.895164738662031,0.0,-0.0
E249,***建筑工程有限公司,0.7759827769655414,0.11290705912157235,0.7985641887898559,D,否,0,0.15,0.895164738662031,0.0,-0.0
E269,***节能服务有限公司,0.7808205144424348,0.12346402886184896,0.8055133202148046,D,否,0,0.15,0.895164738662031,0.0,-0.0
E291,***文业建设工程有限公司,0.7822181318943611,0.1182253448506655,0.8058632008644941,D,否,0,0.15,0.895164738662031,0.0,-0.0
E386,个体经营E386 ,0.7896267350917202,0.09407573579969526,0.8084418822516592,D,否,0,0.15,0.895164738662031,0.0,-0.0
E360,***建筑劳务有限公司,0.7692998715414853,0.1983823659995067,0.8089763447413866,D,否,0,0.15,0.895164738662031,0.0,-0.0
E369,***网络技术有限公司,0.7994161066881242,0.06790811899952597,0.8129977304880295,D,否,0,0.15,0.895164738662031,0.0,-0.0
E424,***贸易有限公司,0.7875123593595524,0.13839023401192585,0.8151904061619376,D,否,0,0.15,0.895164738662031,0.0,-0.0
E380,***建材有限公司,0.7718189164101323,0.2457663868453056,0.8209721937791935,D,否,0,0.15,0.895164738662031,0.0,-0.0
E342,***裕华机械厂,0.8102417466150253,0.07574019792940706,0.8253897862009067,D,否,0,0.15,0.895164738662031,0.0,-0.0
E376,***建筑装饰设计有限责任公司,0.822791633509276,0.13752078431372092,0.8502957903720202,D,否,0,0.15,0.895164738662031,0.0,-0.0
E384,个体经营E384 ,0.837103041973496,0.0666890691786728,0.8504408558092306,D,否,0,0.15,0.895164738662031,0.0,-0.0
E417,***园林景观工程有限公司,0.830721122768149,0.12122723696327113,0.8549665701608032,D,否,0,0.15,0.895164738662031,0.0,-0.0
E347,***不锈钢材料有限公司,0.8386646597150067,0.08823854196087944,0.8563123681071826,D,否,0,0.15,0.895164738662031,0.0,-0.0
E394,***环保设计研究院（有限合伙）,0.8475927342417208,0.06192304693476237,0.8599773436286733,D,否,0,0.15,0.895164738662031,0.0,-0.0
E408,***空调制冷有限责任公司,0.8492249127450335,0.058842042679990963,0.8609933212810317,D,否,0,0.15,0.895164738662031,0.0,-0.0
E396,***文化传播有限公司,0.8527765858292359,0.05921930022867422,0.8646204458749707,D,否,0,0.15,0.895164738662031,0.0,-0.0
E413,***石材工艺品有限公司,0.8482788163788054,0.0894654417304532,0.866171904724896,D,否,0,0.15,0.895164738662031,0.0,-0.0
E363,***建筑工程设计有限公司,0.8520377473095332,0.08548341199296465,0.8691344297081262,D,否,0,0.15,0.895164738662031,0.0,-0.0
E379,***药业有限公司,0.8573877793678075,0.07109309687857124,0.8716063987435217,D,否,0,0.15,0.895164738662031,0.0,-0.0
E403,***机械有限公司,0.8611635564292881,0.05714903560052598,0.8725933635493933,D,否,0,0.15,0.895164738662031,0.0,-0.0
E377,***文化传播有限公司,0.8661000991231758,0.05585960738956233,0.8772720206010882,D,否,0,0.15,0.895164738662031,0.0,-0.0
E397,***大闸蟹经营部,0.856416496178962,0.10917243239275017,0.878250982657512,D,否,0,0.15,0.895164738662031,0.0,-0.0
E406,***招投标代理有限公司,0.866599101325263,0.06372711566566552,0.8793445244583961,D,否,0,0.15,0.895164738662031,0.0,-0.0
E390,***建筑工程有限公司,0.8656716554756552,0.08179318457440339,0.8820302923905359,D,否,0,0.15,0.895164738662031,0.0,-0.0
E395,***网络科技有限公司,0.8773218648310446,0.08137903296876933,0.8935976714247984,D,否,0,0.15,0.895164738662031,0.0,-0.0
E362,***建材有限公司,0.8689374533798533,0.12555855615291858,0.894049164610437,D,否,0,0.15,0.895164738662031,0.0,-0.0
E368,***通信科技有限责任公司,0.9068755704279192,0.05104259198626209,0.9170840888251717,D,否,0,0.15,0.895164738662031,0.0,-0.0
E418,***营销策划有限公司,0.9046382692475687,0.07510183249984761,0.9196586357475383,D,否,0,0.15,0.895164738662031,0.0,-0.0
E371,***自动化科技有限公司,0.9152355842148866,0.05914431563116437,0.9270644473411195,D,否,0,0.15,0.895164738662031,0.0,-0.0
E242,个体经营E242 ,0.9216026804622626,0.12236390426983089,0.9460754613162288,D,否,0,0.15,0.895164738662031,0.0,-0.0
E414,***物流有限责任公司***分公司,0.9397275213315845,0.05671100796281234,0.951069722924147,D,否,0,0.15,0.895164738662031,0.0,-0.0
E385,***装饰工程有限公司,0.9439088530944861,0.05335303051823519,0.9545794591981331,D,否,0,0.15,0.895164738662031,0.0,-0.0
E425,***商贸有限公司,0.9488611557184716,0.05209102037874927,0.9592793597942215,D,否,0,0.15,0.895164738662031,0.0,-0.0
E405,***职业技能服务有限公司,0.9716934754198931,0.03732757036157477,0.9791589894922081,D,否,0,0.15,0.895164738662031,0.0,-0.0
E404,个体经营E404 ,0.9762218849988406,0.01932801795644869,0.9800874885901303,D,否,0,0.15,0.895164738662031,0.0,-0.0
E401,***遮阳技术发展中心,0.9760594439773458,0.032046546739190884,0.9824687533251839,D,否,0,0.15,0.895164738662031,0.0,-0.0
E217,个体经营E217 ,0.9778584016150489,0.04016120007768676,0.9858906416305863,D,否,0,0.15,0.895164738662031,0.0,-0.0
