企业代号,企业名称,行业,问题2额度_万元,平均冲击强度,企业暴露度,冲击前风险,冲击后平均风险,冲击后P95风险,稳健风险,调整后评级,调整后额度_万元,额度变化_万元,调整后利率,调整类别
E277,***消防设备制造有限公司,制造业,10,0.09932630442663493,0.20418887123016752,0.6582467601479574,0.6833385229676271,0.7079481666029596,0.6944128626035267,D,0,-10,0.15,退出
E278,***贸易有限公司,其他/无法识别,10,0.08881415634172875,0.14724847551820663,0.6512644655709927,0.6739960614394609,0.6974126269527374,0.6845335159204353,D,0,-10,0.15,退出
E279,***环保包装有限公司,其他/无法识别,10,0.10997652760124454,0.26424819652385667,0.621806568100476,0.650929691093718,0.680867906246348,0.6644018879124016,C,10,0,0.15,维持
E280,个体经营E280 ,其他/无法识别,10,0.08020957246894903,0.061456175970522026,0.4130428218239601,0.4355996250401126,0.4597423153386087,0.44646383567443587,C,10,0,0.15,维持
E281,***商业管理有限责任公司,其他/无法识别,10,0.09448087303104215,0.15706910369001958,0.2617034439875071,0.2833514211390544,0.3071869534784589,0.2940774106917865,B,10,0,0.15,维持
E282,***影城有限公司***分公司,其他/无法识别,10,0.0981855824527389,0.18650708423392615,0.3764805146852229,0.40339745751890105,0.43243895837555935,0.41646613290439727,B,10,0,0.15,维持
E283,***机械铸造有限责任公司,制造业,10,0.08080989758157503,0.08168921882397961,0.42660487810089215,0.44950011554496855,0.4728678865353497,0.4600156124906401,C,10,0,0.15,维持
E284,***成焊科技有限公司,科技信息服务,10,0.04745906101143072,0.12106204047928767,0.539827245859699,0.5533398512720346,0.5700796540665565,0.5608727625295695,C,10,0,0.15,维持
E285,个体经营E285 ,其他/无法识别,10,0.09176012139209906,0.18866573351565474,0.6217596898872217,0.6461517103877029,0.6713744978563624,0.6575019647485998,C,10,0,0.15,维持
E286,***印务有限公司,其他/无法识别,0,0.08975940620640274,0.1526545068546592,0.7450731386666527,0.7640620978989371,0.7833251895368346,0.772730489135991,D,0,0,0.15,维持
E287,***鞋材有限公司,其他/无法识别,10,0.08309947484623367,0.08388439280501758,0.6324207416673309,0.6542674631944179,0.6768827455803854,0.6644443402681033,C,10,0,0.15,维持
E288,个体经营E288 ,其他/无法识别,10,0.0897545417444173,0.13901744557410886,0.5084594999108824,0.5341879269733149,0.5613085082135566,0.5463921885314237,C,10,0,0.15,维持
E289,***运业有限公司***分公司,其他/无法识别,10,0.08468949760455398,0.09238415409756837,0.2328663536905511,0.25081656077740677,0.2706035375130359,0.2597207003084399,B,10,0,0.15,维持
E290,***机电有限公司,其他/无法识别,10,0.08607841742267414,0.1191708139149538,0.6086166068357323,0.6318559394093682,0.6559787603893187,0.6427112088503459,C,10,0,0.15,维持
E291,***文业建设工程有限公司,建筑房地产,0,0.17995047337301168,0.6723386374702972,0.8058632008644941,0.8357276628927076,0.8637794803542141,0.8483509807503855,D,0,0,0.15,维持
E292,***物流有限公司,交通物流,10,0.14871633891726949,0.16437860848348704,0.39802271251302385,0.43970302800612737,0.4769174596773464,0.4564495222581759,C,10,0,0.15,维持
E293,***物资有限公司,其他/无法识别,10,0.13224125407956902,0.4605712924392418,0.5058029304971177,0.5436454975812625,0.5833398300786891,0.5615079472051046,C,10,0,0.15,维持
E294,个体经营E294 ,其他/无法识别,10,0.08485028268598803,0.10852252312759311,0.404514420598325,0.42825780688549514,0.4537141036758995,0.4397131404411771,C,10,0,0.15,维持
E295,***电器设备制造有限公司,制造业,10,0.08298988760793968,0.1267751952858706,0.5233733657403496,0.5470837160309869,0.5709406847816458,0.5578193519687835,C,10,0,0.15,维持
E296,***装饰设计工程有限公司,建筑房地产,10,0.11708241610302302,0.2430264467004914,0.653328296989531,0.6829834361390784,0.7128714114599897,0.6964330250334885,D,0,-10,0.15,退出
E297,***建筑机械租赁有限公司,建筑房地产,10,0.14456321239660014,0.40214288350222877,0.5679188877569721,0.6079839387366737,0.6487929977782448,0.6263480153053806,C,10,0,0.15,维持
E298,***电器维护服务有限公司,其他/无法识别,0,0.0938725196308286,0.17298984899307382,0.6976062619645456,0.719762679595815,0.7423681491684347,0.729935140903494,D,0,0,0.15,维持
E299,***压缩天然气有限责任公司,其他/无法识别,10,0.103662050049697,0.22827508875631378,0.2303438439926563,0.25230542393298494,0.2767200371555134,0.2632919998831228,B,10,0,0.15,维持
E300,***建设工程有限公司,建筑房地产,10,0.11175505728887207,0.22799539693134724,0.5282224985530471,0.5600259451765772,0.5929408855677972,0.5748376683526262,C,10,0,0.15,维持
E301,***企业管理咨询有限公司,其他/无法识别,69,0.085595074781909,0.11389577983405545,0.16538832680276588,0.17953223458140596,0.1953065062996962,0.1866306568546366,B,66,-3,0.15,调减
E302,***机电设备有限公司,制造业,10,0.08725616236659384,0.1655272868971538,0.5083372235590485,0.5333532513992445,0.5585692045551859,0.5447004303194181,C,10,0,0.15,维持
E303,***图书发行有限公司,其他/无法识别,10,0.10184083561961702,0.26052659046624077,0.5105608758047665,0.5397229348934555,0.5704079732200047,0.5535312021404026,C,10,0,0.15,维持
E304,***环保科技有限公司,科技信息服务,10,0.046011847834145615,0.11441461883524401,0.3033814891653367,0.3147130862815846,0.32905675719319455,0.3211677381918091,B,10,0,0.15,维持
E305,***劳务有限公司,其他/无法识别,10,0.11764884370361138,0.388328626410929,0.42185570657376253,0.45519613676187903,0.49088998165790015,0.47125836696508855,C,10,0,0.15,维持
E306,个体经营E306 ,其他/无法识别,10,0.09485561384656134,0.19624924320657763,0.3131368546318393,0.33716059291534783,0.363367695578059,0.3489537891135679,B,10,0,0.15,维持
E307,***通信工程有限公司,建筑房地产,10,0.14868518671336922,0.5005937325400843,0.6618134263949014,0.6986593295664444,0.7352576150655235,0.71512855804103,D,0,-10,0.15,退出
E308,***餐饮文化服务有限公司,住宿餐饮及生活服务,10,0.20995149981203998,0.1145925764016141,0.4396248787316308,0.49968728515553246,0.5431447127702849,0.5192431275821711,C,10,0,0.15,维持
E309,个体经营E309 ,其他/无法识别,10,0.08721944339775542,0.1334512457870412,0.5412306414880408,0.5659728578542278,0.5919240869702118,0.5776509109564206,C,10,0,0.15,维持
E310,***律师事务所,其他/无法识别,10,0.08297058160861517,0.0998507205171334,0.21093129832617838,0.22735013053080885,0.2454997986553045,0.2355174811868319,B,62,52,0.15,调增
E311,***律师事务所,其他/无法识别,10,0.07967654625001562,0.06006307203223779,0.32441157139231613,0.34487398317993534,0.3670685962388342,0.35486155905643985,B,10,0,0.15,维持
E312,***家居用品有限公司,其他/无法识别,68,0.08431556301890919,0.09104708291248124,0.15363461999261196,0.16677088449855476,0.1814393359443406,0.1733716876491584,B,66,-2,0.15,调减
E313,***物流有限公司,交通物流,10,0.1438229459778154,0.13282789238653403,0.3855759808943206,0.4255144191815662,0.4612765007724557,0.44160735589746647,C,10,0,0.15,维持
E314,***房地产营销策划有限公司,建筑房地产,10,0.12513941051491725,0.29011412911666085,0.3068703097848218,0.3384802325427361,0.3728166020355711,0.35393159881451186,B,10,0,0.15,维持
E315,***轮胎有限公司,其他/无法识别,10,0.08501772712626472,0.10281563565090131,0.5474563126070512,0.5715073286683802,0.5967182580726322,0.5828522469002937,C,10,0,0.15,维持
E316,个体经营E316 ,其他/无法识别,10,0.10521878275483523,0.26498485292127727,0.6363137366113314,0.6637030028340267,0.6918257526490064,0.6763582402507676,D,0,-10,0.15,退出
E317,***科技有限公司,科技信息服务,10,0.04872383704774558,0.18430387749799393,0.6096911000473052,0.6229119665534697,0.6391803192783577,0.6302327252796693,C,10,0,0.15,维持
E318,***商贸有限公司,批发零售,10,0.12424914345028928,0.18145213973114976,0.5016408659971167,0.5372484870954926,0.5723954592112178,0.553064624547569,C,10,0,0.15,维持
E319,个体经营E319 ,其他/无法识别,10,0.08145090788946506,0.07610165101967774,0.5469061910328318,0.5699625904121071,0.5941478859028952,0.5808459733829618,C,10,0,0.15,维持
E320,***建筑设计有限公司,建筑房地产,10,0.16334593204538633,0.580903186512978,0.6660520129289217,0.706078459985148,0.7455426014082429,0.7238373236255408,D,0,-10,0.15,退出
E321,***生物流有限公司,医疗健康,10,-0.020032967640758542,0.22859566100545353,0.28634451104740943,0.28169373962481126,0.29462266371583756,0.2875117554657731,B,10,0,0.15,维持
E322,***装饰工程设计有限公司,建筑房地产,10,0.1045216476353204,0.13930439136075906,0.3724365079276215,0.40101482788904574,0.43151244348902695,0.41473875490903733,B,10,0,0.15,维持
E323,***建筑装饰工程有限公司,建筑房地产,0,0.12067029744811537,0.27433730058533845,0.7851548072770658,0.807411403228308,0.8292158701661944,0.8172234133503569,D,0,0,0.15,维持
E324,***汽贸有限公司,其他/无法识别,10,0.09883630968637046,0.18728845694581994,0.42481162699332403,0.4528250195910813,0.4827809248419328,0.46630517695396445,C,10,0,0.15,维持
E325,***通讯器材有限公司,其他/无法识别,82,0.099991040940779,0.18751770523764352,0.07077145798643121,0.07881101724373188,0.08802312146063511,0.08295646414133834,A,80,-2,0.1425,调减
E326,***包装材料有限公司,制造业,0,0.08287799306480126,0.10132944690441466,0.6842631243347802,0.7043941046509772,0.7241822538558669,0.7132987717931776,D,0,0,0.15,维持
E327,个体经营E327 ,其他/无法识别,0,0.11316165508572365,0.287911079341768,0.6705428808154166,0.6984640611374087,0.7268555755578617,0.7112402426266126,D,0,0,0.15,维持
E328,***科技有限公司,科技信息服务,10,0.05081544201398102,0.21798648269898593,0.5026497124634042,0.5172471163781805,0.5353890624336234,0.5254109921031298,C,10,0,0.15,维持
E329,***园艺有限责任公司,其他/无法识别,0,0.10716311246387318,0.30056314988531235,0.6699343548655744,0.6964460534154326,0.7234746461623945,0.7086089201515655,D,0,0,0.15,维持
E330,***酒店管理有限公司,住宿餐饮及生活服务,64,0.21539886463423016,0.10367219142987799,0.1764276286394941,0.2157398528517911,0.24707728240242827,0.22984169614957783,B,59,-5,0.15,调减
E331,***广告有限公司,其他/无法识别,0,0.1029950929593662,0.27473146044175395,0.7966552046866515,0.8150177405965429,0.8333446649487117,0.8232648565550189,D,0,0,0.15,维持
E332,***商贸有限公司,批发零售,10,0.15087096229791608,0.33722007692854805,0.5149112576698207,0.5579300797911968,0.6000826829029176,0.5768987511914712,C,10,0,0.15,维持
E333,***房地产营销策划有限公司,建筑房地产,10,0.1254909350273836,0.2762090594108654,0.6188001830435212,0.6520302093681434,0.6856641371803825,0.667165476883651,C,10,0,0.15,维持
E334,***机械科技有限公司,科技信息服务,10,0.060410820319729955,0.30010254760887173,0.5565118672575662,0.5735566178905195,0.5945928479460828,0.583022921415523,C,10,0,0.15,维持
E335,***挖掘机租赁经营部,其他/无法识别,10,0.11731103859532498,0.38317795028901924,0.6307109163414383,0.6613879461090337,0.6927875009321446,0.6755177457794337,D,0,-10,0.15,退出
E336,***猕猴桃专业合作社,其他/无法识别,0,0.1522996829430074,0.6750557273559441,0.697458076732743,0.7327678015156625,0.7678174656004352,0.7485401503538103,D,0,0,0.15,维持
E337,个体经营E337 ,其他/无法识别,10,0.09651831280122405,0.21372650725546918,0.6110387109187937,0.6369797111304403,0.6638139619518235,0.6490551240000628,C,10,0,0.15,维持
E338,***商贸有限公司,批发零售,0,0.12450524278751954,0.2020887644070501,0.6729175558189486,0.7034374460050196,0.7324455580104463,0.7164910964074616,D,0,0,0.15,维持
E339,***居益卫浴家俬厂,其他/无法识别,10,0.08992534568309547,0.14253724441581705,0.6256166704047755,0.6494214479153076,0.67403571923346,0.6604978700084763,C,10,0,0.15,维持
E340,***物流有限公司,交通物流,10,0.20551236462510353,0.4723172001642266,0.504089298376047,0.5626624282285504,0.613105550306538,0.5853618331636449,C,10,0,0.15,维持
E341,***纺织品有限公司,其他/无法识别,10,0.11511846534176193,0.32050727963267805,0.29214205259980586,0.3204059799428941,0.3515388604476427,0.334415776170031,B,10,0,0.15,维持
E342,***裕华机械厂,制造业,0,0.09001689371796692,0.1698238785317756,0.8253897862009067,0.8396977956924722,0.8534219704532232,0.8458736743348102,D,0,0,0.15,维持
E343,***五金工具经营部,其他/无法识别,10,0.1368426228570287,0.4922203349590193,0.37300867723197667,0.4105999901120082,0.45136824613165194,0.42894570532084786,C,10,0,0.15,维持
E344,***机械有限公司,制造业,10,0.09558039150483798,0.23372057187897158,0.4949702079201025,0.5224162169149822,0.5501202866575611,0.5348830482991427,C,10,0,0.15,维持
E345,***科技有限公司,科技信息服务,0,0.04895793717558243,0.17055061320927417,0.6804358905365395,0.6925120376093022,0.7072726070522661,0.699154293858636,D,0,0,0.15,维持
E346,个体经营E346 ,其他/无法识别,10,0.08230946026700028,0.08100583339447992,0.5063779663415567,0.5299889041003059,0.5549048338623909,0.5412010724932441,C,10,0,0.15,维持
E347,***不锈钢材料有限公司,制造业,0,0.08257178189067672,0.11793645934137403,0.8563123681071826,0.8675179874777769,0.8782705844005909,0.8723566560930431,D,0,0,0.15,维持
E348,***酒店管理有限公司,住宿餐饮及生活服务,10,0.20911977078701807,0.09248183037680943,0.30930206701853485,0.36312328889883877,0.40387684716372396,0.3814623901180371,B,10,0,0.15,维持
E349,***营销策划广告有限公司,其他/无法识别,0,0.11776136492673726,0.3828296086924832,0.7740376135398319,0.7966405027774491,0.8190959614206762,0.8067454591669014,D,0,0,0.15,维持
E350,***演艺设备有限公司,制造业,10,0.0894074364143203,0.18598033540205058,0.6456394616631221,0.6687036289144865,0.6914510866686382,0.6789399849038549,D,0,-10,0.15,退出
E351,***文化传播有限公司,其他/无法识别,10,0.11998551896050766,0.42182752445385835,0.5771701224593175,0.6103176871115206,0.6446075230244712,0.6257481132723484,C,10,0,0.15,维持
E352,***居装饰工程有限公司,建筑房地产,10,0.09757129767453576,0.10026753769627851,0.5006431171150532,0.5286383804643997,0.5578160127741498,0.5417683150037873,C,10,0,0.15,维持
E353,***税务师事务所有限公司,其他/无法识别,0,0.0858056155479141,0.12367551759967738,0.6889466632896891,0.7095918431258846,0.7307590903285727,0.7191171043670943,D,0,0,0.15,维持
E354,***广告有限公司,其他/无法识别,10,0.1028821550017815,0.2557296197860572,0.5398074681979784,0.5689690400564724,0.5994804061370738,0.582699154792743,C,10,0,0.15,维持
E355,***地毯经营部,其他/无法识别,10,0.12576516001639648,0.42963329400435396,0.2358003743926386,0.2630678539473071,0.2936132512521365,0.27681328273448036,B,10,0,0.15,维持
E356,***建材装饰部,建筑房地产,10,0.17498210940966474,0.5935566164101711,0.6457247074941116,0.6898886186508494,0.7334685724339504,0.7094995978532448,D,0,-10,0.15,退出
E357,***家居经营部,其他/无法识别,10,0.114511265742796,0.33671660415207877,0.45537592274504396,0.48818767339562624,0.5230612406594137,0.5038807786643307,C,10,0,0.15,维持
E358,***五金经营部,其他/无法识别,10,0.12797937271942267,0.4348474872800925,0.32978594090142405,0.36324228429795397,0.39988032411110885,0.3797294022138737,B,10,0,0.15,维持
E359,***厨房用品经营部,其他/无法识别,10,0.12329179097888907,0.39275798920047567,0.31090357586005596,0.3422232316743424,0.37664480336995537,0.3577129389373682,B,10,0,0.15,维持
E360,***建筑劳务有限公司,建筑房地产,0,0.174444709446031,0.5899418215713609,0.8089763447413866,0.8376247104175091,0.8646078499162786,0.8497671231919555,D,0,0,0.15,维持
E361,***勘察设计工程有限公司,建筑房地产,0,0.11355289336084876,0.2244418981548962,0.7975202934733293,0.8175925924754739,0.8372935063629913,0.8264580037248568,D,0,0,0.15,维持
E362,***建材有限公司,建筑房地产,0,0.12612508827644436,0.35066052527679736,0.894049164610437,0.9068479871078585,0.9190676285485085,0.9123468257561511,D,0,0,0.15,维持
E363,***建筑工程设计有限公司,建筑房地产,0,0.11934283574082925,0.2677853144854046,0.8691344297081262,0.8837883110048822,0.8979194978136003,0.8901473450688053,D,0,0,0.15,维持
E364,***电子有限公司,科技信息服务,10,0.048556175113283744,0.1738305116974781,0.6126534679816313,0.6257899786134001,0.6419507847416644,0.6330623413711192,C,10,0,0.15,维持
E365,***信息技术有限公司,科技信息服务,0,0.07102015476898153,0.5532514985256918,0.6996040261164853,0.7163936077402835,0.7366776529281439,0.7255214280748208,D,0,0,0.15,维持
E366,***房地产经纪有限公司,建筑房地产,10,0.15690442260527468,0.4867627256141892,0.3084835746354616,0.34850907623729993,0.39226808376411487,0.36820062962436667,B,10,0,0.15,维持
E367,***电子商务有限公司,科技信息服务,10,0.07471725621149802,0.5935155725458809,0.5357594672607996,0.5570184216983202,0.5832637956328672,0.5688288399688664,C,10,0,0.15,维持
E368,***通信科技有限责任公司,科技信息服务,0,0.06404041225301693,0.4462741540125893,0.9170840888251717,0.9224654229466086,0.9288204899269539,0.925325203087764,D,0,0,0.15,维持
E369,***网络技术有限公司,科技信息服务,0,0.04979121184294768,0.17923858230827722,0.8129977304880295,0.8215004523444219,0.8317607242197385,0.8261175746883145,D,0,0,0.15,维持
E370,***设计服务部,其他/无法识别,10,0.10670586154681701,0.2784192338683241,0.41494471987109766,0.44505397476819514,0.4773232016451756,0.45957512686283636,C,10,0,0.15,维持
E371,***自动化科技有限公司,科技信息服务,0,0.05718437859891119,0.33753934140162273,0.9270644473411195,0.9313519551077303,0.936439005877339,0.9336411279540542,D,0,0,0.15,维持
E372,***汽车维修有限责任公司,其他/无法识别,0,0.08733406681567195,0.12537399397139834,0.6792891424037312,0.7006659294347908,0.7226020865865339,0.7105372001530752,D,0,0,0.15,维持
E373,个体经营E373 ,其他/无法识别,0,0.10274878184968061,0.2677009275527041,0.6873810641347632,0.7120533320519109,0.7371718944347084,0.7233566851241698,D,0,0,0.15,维持
E374,***建材经营部,建筑房地产,10,0.15352190929782636,0.494078331703244,0.516885319442845,0.5606028556613396,0.6056426805893702,0.5808707768789534,C,10,0,0.15,维持
E375,***电器经营部,其他/无法识别,10,0.12004728718257787,0.3670375860230776,0.24217219911026364,0.26859790105385,0.29809014039724796,0.28186940875837907,B,10,0,0.15,维持
E376,***建筑装饰设计有限责任公司,建筑房地产,0,0.16189801227363781,0.5707052326582586,0.8502957903720202,0.8721339541634707,0.892650959885734,0.8813666067384892,D,0,0,0.15,维持
E377,***文化传播有限公司,其他/无法识别,0,0.10305523867364123,0.28506658925458933,0.8772720206010882,0.8893495976498537,0.9012320683544327,0.8946967094669143,D,0,0,0.15,维持
E378,***商贸有限公司,批发零售,10,0.12973727028995755,0.25072471970889065,0.5206606628200156,0.5576420763769764,0.5939573000419005,0.5739839270261923,C,10,0,0.15,维持
E379,***药业有限公司,医疗健康,0,-0.019781146204910238,0.23708838384362274,0.8716063987435217,0.8690077140885467,0.8759799203209147,0.8721452068931124,D,0,0,0.15,维持
E380,***建材有限公司,建筑房地产,0,0.16983619886604462,0.5949160745189963,0.8209721937791935,0.847486276332892,0.8724532020691843,0.8587213929142236,D,0,0,0.15,维持
E381,***通信网络工程有限公司,建筑房地产,10,0.10719133660108474,0.18092360226250637,0.5744530337366566,0.6041792343857183,0.634697784295668,0.6179125818451957,C,10,0,0.15,维持
E382,***教育信息咨询有限公司***分公司,科技信息服务,10,0.05549387008137561,0.26941364544563184,0.407168979998152,0.4226826121335165,0.4421581116053677,0.4314465868958496,C,10,0,0.15,维持
E383,***通讯器材经营部,其他/无法识别,0,0.15921104229979868,0.7120962354227245,0.727451650793119,0.7618409580896732,0.795582568600641,0.7770246828196088,D,0,0,0.15,维持
E384,个体经营E384 ,其他/无法识别,0,0.1109421227360346,0.31334843191147843,0.8504408558092306,0.8657960140571733,0.8808905353323074,0.8725885486309837,D,0,0,0.15,维持
E385,***装饰工程有限公司,建筑房地产,0,0.12779894916420198,0.332020888343044,0.9545794591981331,0.9604509111252133,0.9659804340052521,0.9629391964212308,D,0,0,0.15,维持
E386,个体经营E386 ,其他/无法识别,0,0.09809912919220881,0.21355541014240864,0.8084418822516592,0.8251711509444636,0.8418848030223617,0.8326922943795179,D,0,0,0.15,维持
E387,***农副产品经营部,其他/无法识别,10,0.1408857854886042,0.5171154453002852,0.5658746224046214,0.6050117376297288,0.6453827906643516,0.6231787114953091,C,10,0,0.15,维持
E388,***商贸有限公司,批发零售,10,0.11759063840120466,0.1425548228233712,0.41058631402234314,0.4437096571764848,0.47707831499754505,0.458725553195962,C,10,0,0.15,维持
E389,***清洁服务有限公司,其他/无法识别,10,0.1440530670719129,0.5302980842437639,0.41823805969339645,0.4590588966629304,0.5028145820618942,0.4787489550924642,C,10,0,0.15,维持
E390,***建筑工程有限公司,建筑房地产,0,0.15119599769775094,0.45464575891764764,0.8820302923905359,0.8986887819847156,0.9143377611111546,0.9057308225916132,D,0,0,0.15,维持
E391,***五金店,其他/无法识别,10,0.1081375019990328,0.30219176439918705,0.5813543613215002,0.6111821176005634,0.64210653027698,0.6250981033049509,C,10,0,0.15,维持
E392,***科技有限公司,科技信息服务,10,0.04788817332754671,0.16201715230373473,0.6177651542300032,0.6306535890952283,0.6465046332253204,0.6377865589537698,C,10,0,0.15,维持
E393,***商贸有限责任公司,批发零售,10,0.12867710602383445,0.20655792323628605,0.3794967803945168,0.41499680706114483,0.4510429448459203,0.4312175690642938,C,10,0,0.15,维持
E394,***环保设计研究院（有限合伙）,其他/无法识别,0,0.09618939085059758,0.2194054887791812,0.8599773436286733,0.8726592826693743,0.8852362938597441,0.8783189377050408,D,0,0,0.15,维持
E395,***网络科技有限公司,科技信息服务,0,0.05303192299294263,0.23788856369644013,0.8935976714247984,0.8992179063196536,0.9059318865276986,0.902239197413274,D,0,0,0.15,维持
E396,***文化传播有限公司,其他/无法识别,0,0.09817555431334059,0.23686187967656544,0.8646204458749707,0.8771822748898901,0.889612700625531,0.8827759664709285,D,0,0,0.15,维持
E397,***大闸蟹经营部,其他/无法识别,0,0.1379892052144886,0.5798380607337813,0.878250982657512,0.8940133655839779,0.9091147917448766,0.9008090073563824,D,0,0,0.15,维持
E398,***医疗管理咨询有限公司,医疗健康,0,-0.022785958354426053,0.359887920306986,0.7548653862602779,0.7499373828164534,0.7632207513404031,0.7559148986522308,D,0,0,0.15,维持
E399,***装饰工程有限公司,建筑房地产,0,0.1258669722032758,0.3057738336371564,0.7623608197103672,0.7873338770279817,0.8118412803771492,0.7983622085351072,D,0,0,0.15,维持
E400,***办公用品经营部,其他/无法识别,0,0.12112503884189835,0.4334635927916723,0.6730122731122674,0.7027063537892818,0.7327837251663825,0.7162411709089771,D,0,0,0.15,维持
E401,***遮阳技术发展中心,科技信息服务,0,0.06255717605902103,0.4187571921852938,0.9824687533251839,0.9836536634284385,0.9850442780867689,0.9842794400246873,D,0,0,0.15,维持
E402,***商贸有限公司,批发零售,10,0.1736663884513422,0.4765708524016769,0.3239842176126199,0.3694015466435786,0.4165202708132315,0.39060497251992243,B,10,0,0.15,维持
E403,***机械有限公司,制造业,0,0.09195596965997774,0.1922967450460039,0.8725933635493933,0.8837930603694482,0.8944450259353054,0.8885864448740839,D,0,0,0.15,维持
E404,个体经营E404 ,其他/无法识别,0,0.12654873541405845,0.4921674253267755,0.9800874885901303,0.9826987107103408,0.9851690046201262,0.9838103429697443,D,0,0,0.15,维持
E405,***职业技能服务有限公司,其他/无法识别,0,0.15031095240228254,0.6816184628807239,0.9791589894922081,0.9823531705551706,0.9853111033437669,0.983684240310039,D,0,0,0.15,维持
E406,***招投标代理有限公司,其他/无法识别,0,0.10878858178893114,0.327935799010878,0.8793445244583961,0.8918663758014035,0.9041285426138259,0.8973843508669936,D,0,0,0.15,维持
E407,***装饰工程有限公司,建筑房地产,0,0.13169223068456767,0.36312381829492874,0.7016360121148494,0.7320845735049892,0.7622706103095616,0.7456682900670468,D,0,0,0.15,维持
E408,***空调制冷有限责任公司,其他/无法识别,0,0.10439117826767826,0.27318465320430035,0.8609933212810317,0.8746137679883713,0.8880397625879571,0.8806554655581851,D,0,0,0.15,维持
E409,***塑胶有限公司,其他/无法识别,10,0.10712264122800202,0.3016562385019607,0.6323410451158613,0.6603587286570514,0.6891293462424144,0.6733055065704647,D,0,-10,0.15,退出
E410,***网络科技有限公司,科技信息服务,10,0.05400516345368661,0.2510368511736771,0.30297641456798285,0.3162965101610984,0.3332027859051559,0.3239043342459243,B,10,0,0.15,维持
E411,***机电设备有限公司,制造业,10,0.11498478704680527,0.40125651241453947,0.5964013419503469,0.6276611357538172,0.6585169508267287,0.6415462525366273,C,10,0,0.15,维持
E412,***汽车贸易有限公司,其他/无法识别,0,0.09018573778753289,0.1623782000503983,0.6946915553056275,0.7161248619288927,0.7380387899071771,0.7259861295191207,D,0,0,0.15,维持
E413,***石材工艺品有限公司,其他/无法识别,0,0.1188819389432986,0.4052358340012027,0.866171904724896,0.8810719506353909,0.8955906859414537,0.8876053815231193,D,0,0,0.15,维持
E414,***物流有限责任公司***分公司,交通物流,0,0.19751238721029318,0.45002978735761967,0.951069722924147,0.9604497475542344,0.9675144173510187,0.9636288489627873,D,0,0,0.15,维持
E415,***广告设计服务部,其他/无法识别,76,0.11623746010788044,0.3269635396300914,0.11108404026968097,0.1251556940477163,0.14132318511795522,0.1324310650293238,B,74,-2,0.15,调减
E416,***科技有限公司,科技信息服务,10,0.07864194895171901,0.6292449911872211,0.5743744170633097,0.5962610521481658,0.6231071973214215,0.6083418174761309,C,10,0,0.15,维持
E417,***园林景观工程有限公司,建筑房地产,0,0.14718464669713854,0.4675337869887395,0.8549665701608032,0.8744336209491366,0.8928934224825216,0.8827405316391599,D,0,0,0.15,维持
E418,***营销策划有限公司,其他/无法识别,0,0.11403690706790184,0.37859216231831916,0.9196586357475383,0.9287198084055,0.937489858276627,0.9326663308475072,D,0,0,0.15,维持
E419,***科技有限公司,科技信息服务,10,0.06572374997645691,0.3902472780669075,0.31408239383747777,0.3306539395735822,0.3517358618059974,0.3401408045781691,B,10,0,0.15,维持
E420,***康药房,医疗健康,10,-0.01701266219347309,0.11772861896281922,0.5346148331017342,0.5297395229522661,0.543090963891887,0.5357476713750955,C,10,0,0.15,维持
E421,***保温材料有限公司,制造业,10,0.1360397643512433,0.5565847546594979,0.5143035796202692,0.5531355107652622,0.5919840221762408,0.5706173409002027,C,10,0,0.15,维持
E422,***童装店,其他/无法识别,10,0.11868274694384544,0.38707754360164076,0.5638179112913946,0.5969376895620847,0.6313090986994111,0.6124048236738816,C,10,0,0.15,维持
E423,***通风设备有限公司,制造业,10,0.11845001205099538,0.4166688336884787,0.6032187821183805,0.6351832975542877,0.6666598596656784,0.6493477505044136,C,10,0,0.15,维持
E424,***贸易有限公司,其他/无法识别,0,0.1480049755894326,0.6225764068317484,0.8151904061619376,0.8391692981781183,0.8623238720672527,0.8495888564282288,D,0,0,0.15,维持
E425,***商贸有限公司,批发零售,0,0.15946623799812967,0.41322847651918043,0.9592793597942215,0.9657652892667278,0.9713995231103569,0.9683006944963609,D,0,0,0.15,维持
